Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,School_Type,Peer_Influence,Physical_Activity,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
,70,1.0,2.0,1,9.0,94,2,1.0,1,2,1,0,4,,2.0,0,67
22.0,65,2.0,2.0,1,4.0,81,3,1.0,5,2,1,1,4,1.0,3.0,1,68
,94,2.0,,0,8.0,76,1,1.0,3,2,1,1,3,,2.0,0,72
11.0,82,3.0,2.0,0,8.0,63,3,1.0,1,2,1,0,5,,1.0,0,65
20.0,94,1.0,2.0,0,7.0,69,1,1.0,0,1,1,1,3,,2.0,1,65
23.0,93,2.0,2.0,1,6.0,97,1,0.0,1,2,1,1,2,1.0,2.0,0,70
24.0,71,2.0,2.0,1,7.0,96,2,1.0,2,1,1,-1,2,,1.0,0,67
16.0,82,2.0,3.0,1,6.0,81,2,,1,2,1,0,4,1.0,1.0,0,68
16.0,63,2.0,2.0,0,8.0,79,2,,2,1,1,1,3,1.0,2.0,0,63
17.0,97,2.0,2.0,1,8.0,61,1,1.0,2,1,1,0,2,,1.0,0,68
23.0,76,2.0,3.0,1,8.0,98,2,1.0,0,2,1,0,2,3.0,2.0,1,69
26.0,76,1.0,1.0,1,8.0,88,1,1.0,2,1,1,1,4,,1.0,0,66
18.0,72,,2.0,1,8.0,69,3,0.0,2,3,1,0,4,,3.0,1,64
25.0,78,3.0,,1,,91,2,1.0,3,1,1,-1,4,,1.0,0,69
21.0,70,1.0,2.0,0,6.0,61,2,1.0,1,1,1,0,3,,1.0,0,62
19.0,75,,3.0,1,5.0,61,3,1.0,0,2,1,-1,3,,1.0,1,65
19.0,92,2.0,2.0,1,7.0,90,2,1.0,1,1,1,1,2,,1.0,1,70
24.0,93,1.0,3.0,1,8.0,78,2,1.0,1,3,1,0,4,,1.0,1,72
22.0,72,2.0,2.0,0,,78,3,1.0,1,1,1,1,3,,1.0,1,66
34.0,79,3.0,1.0,1,,79,1,1.0,3,2,1,-1,2,,2.0,0,70
15.0,95,2.0,2.0,0,,56,2,0.0,3,1,1,1,1,,1.0,0,67
23.0,62,,3.0,1,7.0,67,1,1.0,1,1,1,-1,4,3.0,2.0,1,65
17.0,96,2.0,,1,9.0,79,1,0.0,3,2,1,0,2,3.0,2.0,0,68
15.0,69,,2.0,1,9.0,62,1,1.0,2,2,1,0,3,,2.0,0,62
20.0,87,1.0,2.0,1,7.0,75,3,1.0,1,1,1,-1,3,3.0,1.0,0,68
21.0,83,3.0,2.0,0,6.0,78,2,1.0,2,3,1,1,3,,1.0,1,69
,82,2.0,1.0,0,6.0,97,1,1.0,2,1,1,-1,3,1.0,1.0,0,72
19.0,94,,2.0,0,7.0,62,2,,0,2,1,-1,3,,2.0,0,65
13.0,64,2.0,3.0,1,5.0,72,2,1.0,2,2,1,0,2,3.0,2.0,0,63
22.0,74,3.0,3.0,1,5.0,99,2,1.0,0,1,1,0,2,1.0,1.0,1,68
8.0,82,3.0,1.0,0,4.0,59,2,,1,2,1,0,2,1.0,1.0,0,62
19.0,92,2.0,2.0,1,,89,2,0.0,0,1,1,0,2,3.0,1.0,0,69
20.0,69,2.0,1.0,0,10.0,59,2,1.0,2,3,1,1,4,,1.0,1,65
25.0,92,3.0,2.0,0,4.0,93,3,1.0,3,3,1,0,2,,1.0,1,74
26.0,76,3.0,1.0,1,7.0,74,2,1.0,4,2,1,1,3,,2.0,1,70
17.0,68,2.0,1.0,1,7.0,99,3,1.0,2,2,1,1,3,,1.0,1,65
19.0,90,3.0,3.0,0,7.0,59,1,,3,3,1,0,3,1.0,2.0,0,70
15.0,64,1.0,,1,9.0,84,1,,0,2,1,0,3,1.0,3.0,0,59
13.0,81,1.0,2.0,1,6.0,85,1,1.0,1,1,1,0,3,,2.0,0,63
22.0,63,,3.0,1,4.0,86,1,1.0,0,1,1,0,4,1.0,1.0,1,64
12.0,74,1.0,3.0,1,6.0,55,3,1.0,0,2,1,1,3,3.0,1.0,0,63
18.0,84,3.0,,0,6.0,64,2,1.0,2,1,1,1,2,,1.0,1,67
14.0,82,2.0,2.0,1,4.0,67,2,1.0,1,3,1,0,4,,2.0,1,65
23.0,76,2.0,2.0,0,7.0,66,2,1.0,2,2,1,0,3,1.0,1.0,0,67
31.0,77,,2.0,0,5.0,84,2,1.0,2,3,1,1,5,,1.0,0,73
12.0,69,3.0,3.0,1,7.0,53,1,1.0,2,1,1,0,3,1.0,1.0,0,64
9.0,78,1.0,3.0,0,6.0,87,2,1.0,0,2,1,1,3,3.0,1.0,0,65
19.0,98,2.0,3.0,1,5.0,76,2,1.0,2,2,1,1,3,,2.0,0,72
20.0,94,3.0,2.0,0,8.0,59,3,1.0,3,2,1,1,4,,1.0,1,72
21.0,66,3.0,2.0,0,7.0,61,2,1.0,2,3,1,0,2,1.0,1.0,0,66
17.0,61,3.0,2.0,1,7.0,55,3,1.0,1,2,1,-1,2,1.0,1.0,0,62
19.0,97,1.0,2.0,0,8.0,73,2,1.0,2,2,1,-1,1,1.0,1.0,0,68
22.0,81,2.0,1.0,1,7.0,80,1,1.0,1,2,1,1,3,1.0,2.0,1,67
26.0,82,3.0,,0,7.0,79,2,1.0,1,2,1,1,2,3.0,1.0,1,69
8.0,91,3.0,1.0,0,6.0,98,2,1.0,1,2,1,1,3,,1.0,1,67
18.0,73,2.0,,0,5.0,65,2,1.0,1,1,1,-1,3,1.0,2.0,1,63
21.0,79,1.0,2.0,1,7.0,88,1,1.0,0,1,1,-1,4,,2.0,0,65
14.0,99,3.0,2.0,0,6.0,86,1,1.0,2,3,1,-1,4,1.0,1.0,0,71
30.0,87,2.0,2.0,0,,53,1,1.0,1,1,1,0,1,3.0,1.0,0,70
16.0,66,2.0,2.0,1,7.0,97,2,1.0,5,1,1,1,3,3.0,1.0,0,68
20.0,65,2.0,2.0,1,8.0,97,3,1.0,0,1,1,-1,3,1.0,1.0,1,65
23.0,68,2.0,3.0,1,6.0,70,2,1.0,4,2,1,1,2,,1.0,0,68
16.0,91,2.0,2.0,1,5.0,71,2,1.0,2,3,1,-1,3,1.0,1.0,0,69
9.0,72,2.0,3.0,1,10.0,91,2,0.0,1,3,1,0,2,,3.0,1,62
17.0,61,1.0,3.0,1,7.0,75,2,0.0,2,2,1,-1,4,1.0,1.0,1,62
,98,3.0,1.0,0,8.0,90,1,1.0,1,3,1,1,2,3.0,2.0,1,72
,67,3.0,2.0,0,5.0,52,3,1.0,0,2,1,0,4,3.0,2.0,0,64
15.0,60,3.0,2.0,0,7.0,63,1,1.0,0,1,1,1,1,,3.0,1,58
,69,3.0,2.0,0,,55,1,1.0,1,1,1,0,3,1.0,1.0,0,66
18.0,69,2.0,1.0,1,5.0,73,1,1.0,1,1,1,1,4,3.0,2.0,0,64
17.0,77,2.0,3.0,1,10.0,93,1,1.0,3,3,1,1,1,1.0,3.0,1,68
,97,1.0,1.0,0,,78,2,1.0,0,3,1,0,3,3.0,1.0,1,69
25.0,95,1.0,3.0,0,6.0,76,2,1.0,1,1,1,1,5,,1.0,0,71
34.0,78,,3.0,1,8.0,68,2,1.0,1,2,1,-1,2,1.0,1.0,0,71
25.0,76,2.0,2.0,1,9.0,53,2,1.0,0,3,1,1,3,,2.0,0,67
27.0,82,3.0,1.0,1,6.0,88,2,1.0,2,3,1,0,3,,1.0,0,71
17.0,70,2.0,2.0,1,6.0,79,1,1.0,2,2,1,1,3,,,1,64
,62,,2.0,1,7.0,97,3,1.0,0,2,1,1,1,,2.0,0,62
20.0,98,2.0,2.0,0,8.0,72,2,1.0,1,3,1,-1,4,,1.0,1,70
21.0,67,1.0,3.0,0,7.0,70,1,1.0,2,1,1,-1,2,3.0,2.0,1,63
14.0,68,,2.0,1,,99,3,1.0,0,3,1,1,3,,1.0,1,66
19.0,79,2.0,,1,,57,1,1.0,2,1,1,1,3,,2.0,0,65
22.0,80,2.0,3.0,0,7.0,63,2,1.0,1,3,1,1,3,1.0,1.0,0,69
,61,3.0,1.0,1,6.0,74,2,1.0,1,1,1,-1,3,,1.0,0,63
23.0,66,2.0,2.0,0,7.0,76,1,,1,3,1,0,2,1.0,2.0,0,64
22.0,75,2.0,2.0,1,10.0,77,3,1.0,2,1,1,0,2,,1.0,0,66
,87,2.0,2.0,1,7.0,61,2,1.0,4,3,1,-1,3,,1.0,1,67
17.0,69,3.0,3.0,1,9.0,96,2,1.0,2,1,1,-1,3,1.0,3.0,0,66
13.0,77,1.0,3.0,0,6.0,85,1,,2,1,1,0,4,3.0,1.0,1,65
31.0,82,3.0,2.0,1,7.0,63,2,0.0,2,3,1,1,2,3.0,2.0,0,72
20.0,96,3.0,2.0,1,8.0,65,3,1.0,0,2,1,0,2,,1.0,1,70
19.0,73,2.0,2.0,1,,94,2,1.0,1,3,1,1,1,1.0,1.0,1,67
14.0,65,2.0,3.0,0,9.0,69,1,,4,2,1,0,3,1.0,1.0,0,64
38.0,80,3.0,2.0,0,,78,2,1.0,1,1,1,1,4,1.0,3.0,1,72
,90,2.0,2.0,1,9.0,56,2,1.0,0,1,1,0,4,,1.0,1,65
17.0,64,3.0,1.0,1,10.0,63,2,1.0,0,3,1,1,3,,2.0,1,62
,77,2.0,3.0,0,6.0,71,3,1.0,3,1,1,-1,4,,3.0,1,67
,61,2.0,2.0,0,6.0,83,3,1.0,0,2,1,1,3,,1.0,0,64
26.0,61,2.0,2.0,0,7.0,64,1,1.0,0,2,1,-1,3,3.0,,0,63
31.0,79,2.0,3.0,0,7.0,98,2,1.0,1,2,1,0,2,1.0,2.0,0,72
23.0,72,1.0,2.0,0,6.0,61,3,1.0,1,3,1,1,5,,1.0,0,66
14.0,94,3.0,,1,5.0,89,2,1.0,0,2,1,1,1,3.0,1.0,1,70
,84,,1.0,1,9.0,68,1,1.0,0,2,1,-1,2,3.0,1.0,1,66
22.0,78,3.0,3.0,0,6.0,92,1,1.0,1,3,1,1,3,,2.0,0,70
32.0,76,1.0,1.0,1,6.0,96,1,1.0,0,1,1,0,2,,2.0,1,67
12.0,80,2.0,2.0,1,7.0,59,3,1.0,1,1,1,1,2,,1.0,1,64
27.0,62,3.0,2.0,0,5.0,75,2,1.0,2,2,1,1,2,,1.0,0,67
21.0,96,3.0,,1,5.0,58,2,1.0,0,3,1,0,4,1.0,3.0,0,72
25.0,100,3.0,1.0,0,6.0,85,1,1.0,1,2,1,1,3,,1.0,0,72
19.0,67,3.0,2.0,1,8.0,92,1,,2,3,1,0,5,3.0,2.0,1,68
15.0,65,2.0,,1,7.0,69,2,1.0,1,3,1,0,3,3.0,1.0,1,64
,66,3.0,2.0,1,4.0,70,2,0.0,1,3,1,1,3,,2.0,0,66
24.0,86,1.0,3.0,0,9.0,60,2,,0,1,1,1,3,1.0,3.0,0,68
26.0,86,1.0,1.0,0,8.0,65,1,1.0,0,1,1,0,4,,1.0,1,66
20.0,94,1.0,3.0,1,7.0,66,3,1.0,1,1,1,1,1,,1.0,1,70
16.0,90,3.0,3.0,1,7.0,58,3,1.0,1,1,1,0,4,3.0,1.0,1,70
11.0,78,,3.0,1,8.0,65,2,1.0,0,2,1,0,2,,,1,62
25.0,85,1.0,2.0,1,10.0,95,2,1.0,0,2,1,1,1,1.0,1.0,0,69
23.0,88,2.0,2.0,1,8.0,66,1,1.0,2,2,1,1,2,1.0,2.0,0,69
14.0,81,,2.0,1,7.0,64,2,1.0,2,2,1,1,4,1.0,1.0,0,66
17.0,79,3.0,3.0,0,5.0,69,2,1.0,4,1,1,-1,3,3.0,1.0,1,68
17.0,86,2.0,3.0,0,7.0,98,2,1.0,2,1,1,1,5,3.0,2.0,0,71
11.0,82,2.0,2.0,1,8.0,88,2,0.0,1,1,1,-1,2,3.0,2.0,1,64
15.0,86,1.0,3.0,0,7.0,60,2,1.0,2,2,1,1,3,1.0,1.0,0,67
,85,2.0,3.0,1,6.0,88,2,,2,2,1,1,3,,2.0,1,68
18.0,89,1.0,3.0,1,8.0,88,1,1.0,0,3,1,-1,1,,2.0,0,67
16.0,86,2.0,2.0,0,6.0,98,3,1.0,1,1,1,0,3,3.0,1.0,0,68
10.0,81,2.0,3.0,1,8.0,95,2,,5,1,1,1,3,,1.0,1,69
32.0,87,2.0,3.0,1,6.0,55,2,1.0,0,1,1,0,3,,1.0,0,71
,78,3.0,1.0,1,4.0,73,1,0.0,3,1,1,1,4,,2.0,1,68
15.0,70,3.0,3.0,0,6.0,85,3,1.0,0,1,1,1,2,1.0,2.0,0,65
22.0,60,1.0,2.0,0,7.0,99,2,1.0,1,1,1,0,3,1.0,2.0,0,63
23.0,82,,2.0,1,8.0,54,2,1.0,0,2,1,-1,1,,1.0,1,65
27.0,84,3.0,3.0,0,8.0,68,1,1.0,3,1,1,1,2,3.0,1.0,1,72
15.0,99,1.0,2.0,1,5.0,75,1,1.0,2,2,1,0,1,1.0,2.0,0,67
27.0,74,2.0,3.0,0,,71,2,1.0,1,2,1,1,3,,1.0,1,69
17.0,76,2.0,2.0,0,6.0,73,2,1.0,3,1,1,0,3,3.0,1.0,0,67
12.0,68,3.0,2.0,1,6.0,68,1,1.0,2,2,1,1,4,1.0,1.0,0,64
,63,2.0,1.0,0,6.0,99,1,0.0,0,1,1,1,3,,2.0,1,62
28.0,91,,2.0,0,7.0,90,2,1.0,2,3,1,0,3,,1.0,0,71
,70,1.0,3.0,0,10.0,87,2,1.0,2,1,1,1,3,,1.0,0,70
13.0,84,1.0,2.0,0,10.0,71,1,1.0,1,2,1,0,3,1.0,2.0,0,64
24.0,88,2.0,2.0,1,6.0,94,2,1.0,0,1,1,-1,2,3.0,2.0,0,69
,79,2.0,2.0,1,7.0,55,2,1.0,1,1,1,1,3,,2.0,1,65
25.0,95,3.0,3.0,1,7.0,57,2,,2,3,1,-1,2,1.0,2.0,1,73
11.0,78,2.0,1.0,1,7.0,98,1,1.0,2,2,1,0,3,,1.0,1,64
12.0,71,2.0,3.0,1,8.0,78,1,1.0,2,2,1,-1,2,3.0,1.0,1,64
15.0,96,2.0,2.0,1,7.0,58,2,1.0,3,2,1,0,4,3.0,2.0,0,70
20.0,94,1.0,1.0,1,6.0,97,1,1.0,2,2,1,1,5,1.0,1.0,0,70
16.0,67,3.0,3.0,0,9.0,99,2,1.0,2,2,1,0,2,,2.0,0,64
24.0,61,1.0,2.0,0,5.0,94,2,1.0,3,2,1,0,2,1.0,2.0,1,64
26.0,64,2.0,2.0,1,7.0,62,3,,3,2,1,-1,2,,1.0,0,66
24.0,71,1.0,3.0,1,5.0,64,2,1.0,1,2,1,0,3,1.0,1.0,0,66
30.0,99,2.0,2.0,1,5.0,70,1,1.0,2,2,1,0,4,,1.0,1,74
22.0,82,3.0,3.0,0,8.0,79,2,0.0,2,2,1,-1,1,1.0,1.0,1,69
13.0,75,1.0,3.0,1,6.0,100,3,1.0,1,2,1,1,3,3.0,1.0,0,67
28.0,96,2.0,2.0,0,4.0,98,3,1.0,5,1,1,0,5,,3.0,0,73
16.0,78,1.0,2.0,0,6.0,96,3,1.0,0,2,1,1,1,3.0,1.0,1,66
25.0,73,3.0,2.0,0,6.0,54,3,1.0,2,2,1,0,4,,2.0,1,67
,98,2.0,3.0,1,5.0,88,1,1.0,3,1,1,0,2,1.0,1.0,0,75
23.0,94,,3.0,1,8.0,94,1,,2,2,1,1,2,,1.0,0,73
11.0,94,2.0,2.0,0,,67,2,1.0,2,3,1,0,5,,1.0,1,67
14.0,80,3.0,1.0,1,6.0,61,2,,0,2,1,0,4,1.0,2.0,1,65
28.0,92,2.0,2.0,1,7.0,87,1,1.0,1,1,1,1,1,,1.0,1,71
19.0,67,2.0,2.0,1,6.0,55,1,1.0,1,2,1,0,4,,1.0,0,63
20.0,83,2.0,1.0,1,6.0,97,3,1.0,2,1,1,0,4,,2.0,1,68
25.0,99,2.0,,0,6.0,58,3,1.0,0,2,1,1,4,,1.0,0,72
24.0,72,1.0,3.0,1,5.0,73,1,1.0,2,2,1,1,2,,1.0,0,67
,92,2.0,3.0,0,6.0,99,1,1.0,1,2,1,-1,4,1.0,1.0,1,71
19.0,80,1.0,1.0,0,8.0,99,3,,1,1,1,1,4,3.0,1.0,0,67
18.0,62,2.0,3.0,1,6.0,89,2,1.0,0,3,1,1,3,3.0,1.0,1,66
25.0,91,2.0,3.0,0,7.0,92,2,1.0,3,1,1,-1,5,,1.0,0,72
23.0,67,1.0,1.0,0,9.0,98,2,1.0,2,1,1,-1,0,1.0,1.0,1,64
18.0,85,2.0,2.0,0,8.0,96,2,1.0,0,3,1,-1,3,1.0,2.0,0,68
26.0,63,3.0,3.0,0,5.0,81,2,1.0,0,1,1,-1,2,,2.0,1,65
19.0,98,2.0,3.0,1,8.0,87,3,1.0,1,2,1,1,4,3.0,2.0,0,74
15.0,72,2.0,1.0,1,9.0,80,2,1.0,4,2,1,0,4,1.0,2.0,1,65
15.0,69,3.0,1.0,1,6.0,75,2,0.0,2,1,1,1,2,,1.0,1,63
14.0,65,,2.0,1,5.0,94,2,1.0,5,1,1,-1,3,3.0,2.0,0,65
18.0,98,1.0,3.0,1,6.0,87,2,1.0,0,2,1,0,1,,1.0,0,70
,88,2.0,3.0,1,7.0,93,2,1.0,0,1,1,0,4,,2.0,0,71
15.0,90,2.0,2.0,1,8.0,55,2,1.0,1,1,1,0,1,1.0,1.0,1,66
21.0,80,2.0,2.0,1,6.0,79,1,1.0,2,2,1,1,3,1.0,1.0,0,69
16.0,79,2.0,3.0,1,4.0,66,3,,2,2,1,0,2,1.0,2.0,0,67
18.0,64,2.0,3.0,1,5.0,76,1,1.0,1,1,1,1,4,,2.0,0,64
11.0,82,3.0,3.0,0,8.0,81,3,1.0,2,1,1,1,2,,2.0,1,67
19.0,70,2.0,3.0,1,10.0,92,2,1.0,1,1,1,1,4,,1.0,0,67
,99,3.0,2.0,0,7.0,52,2,1.0,1,2,1,0,4,,1.0,0,70
23.0,92,3.0,3.0,0,9.0,58,2,1.0,2,1,1,0,1,3.0,1.0,1,71
21.0,77,,1.0,1,5.0,96,3,1.0,2,1,1,0,5,,1.0,1,68
13.0,66,3.0,3.0,0,6.0,98,1,1.0,1,3,1,1,2,,1.0,0,65
27.0,91,2.0,2.0,0,4.0,53,2,1.0,1,1,1,1,3,3.0,1.0,1,70
21.0,65,,3.0,1,8.0,67,1,0.0,1,1,1,1,4,,1.0,1,64
21.0,68,3.0,3.0,1,6.0,50,3,1.0,3,2,1,0,4,,1.0,0,67
20.0,68,1.0,1.0,0,8.0,88,2,1.0,5,1,1,0,3,,2.0,0,63
17.0,82,2.0,1.0,1,6.0,84,3,1.0,2,1,1,-1,3,,2.0,1,65
21.0,91,2.0,2.0,1,10.0,78,3,1.0,2,1,1,-1,2,,1.0,0,70
23.0,73,2.0,,0,10.0,85,2,1.0,1,1,1,0,3,1.0,1.0,0,67
10.0,63,2.0,3.0,0,4.0,77,1,0.0,3,1,1,0,3,,1.0,0,60
17.0,79,1.0,3.0,0,8.0,62,1,1.0,1,1,1,0,3,,1.0,1,64
18.0,90,1.0,2.0,0,6.0,88,1,1.0,1,2,1,-1,1,,2.0,1,65
22.0,69,2.0,2.0,0,8.0,89,1,0.0,0,1,1,1,5,,2.0,1,64
27.0,69,2.0,1.0,1,5.0,93,2,1.0,1,2,1,1,4,1.0,2.0,0,67
15.0,98,2.0,,1,9.0,98,3,1.0,0,2,1,1,3,,1.0,1,71
,98,2.0,2.0,0,9.0,87,1,1.0,0,3,1,1,3,,2.0,1,69
,100,2.0,3.0,1,5.0,53,1,1.0,1,2,1,1,4,,1.0,0,70
15.0,92,2.0,2.0,1,7.0,51,2,1.0,1,3,1,1,3,1.0,1.0,1,69
18.0,68,3.0,3.0,1,7.0,87,3,1.0,3,2,1,1,4,,1.0,0,69
25.0,68,,2.0,1,8.0,53,1,,2,2,1,0,3,1.0,2.0,1,64
14.0,74,1.0,,1,7.0,66,2,1.0,0,2,1,-1,3,3.0,1.0,0,63
23.0,73,3.0,2.0,0,8.0,57,2,1.0,3,2,1,1,2,1.0,1.0,0,67
10.0,98,2.0,2.0,0,7.0,98,1,0.0,0,2,1,0,3,1.0,2.0,1,66
17.0,92,2.0,3.0,1,8.0,66,2,,2,1,1,1,3,,1.0,1,69
18.0,89,2.0,2.0,0,5.0,53,2,1.0,5,1,1,0,4,1.0,1.0,0,69
30.0,67,2.0,2.0,0,7.0,97,3,1.0,2,3,1,0,3,,1.0,0,69
18.0,96,2.0,3.0,1,9.0,80,3,,1,1,1,1,3,1.0,1.0,0,72
7.0,93,3.0,3.0,1,,52,3,1.0,1,2,1,-1,3,,2.0,1,65
8.0,67,2.0,2.0,1,7.0,92,2,1.0,0,3,1,1,2,1.0,1.0,0,63
20.0,95,2.0,,0,7.0,58,1,1.0,1,1,1,0,4,1.0,1.0,0,69
24.0,71,3.0,2.0,1,9.0,90,1,1.0,3,2,1,0,3,1.0,1.0,0,69
22.0,63,2.0,1.0,1,7.0,80,2,1.0,2,3,1,-1,2,1.0,2.0,1,64
21.0,86,2.0,,1,9.0,59,3,1.0,2,2,1,1,3,1.0,1.0,0,69
27.0,86,2.0,3.0,0,7.0,88,2,1.0,1,2,1,0,3,3.0,2.0,0,72
,64,,1.0,0,7.0,73,3,1.0,1,1,1,0,4,1.0,1.0,0,62
25.0,73,3.0,2.0,1,5.0,82,1,0.0,1,2,1,1,3,,1.0,0,66
10.0,100,1.0,2.0,0,5.0,93,1,1.0,2,2,1,0,1,,3.0,1,65
15.0,87,3.0,3.0,1,8.0,63,2,1.0,0,3,1,0,3,1.0,1.0,1,69
9.0,89,2.0,1.0,0,10.0,68,3,1.0,1,3,1,-1,3,,1.0,1,65
18.0,69,,2.0,1,7.0,100,2,1.0,3,2,1,-1,2,,1.0,0,67
20.0,63,1.0,2.0,1,7.0,75,1,1.0,2,2,1,0,2,,1.0,1,63
21.0,71,3.0,,0,9.0,78,1,1.0,2,2,1,0,4,,1.0,0,66
20.0,70,1.0,2.0,0,8.0,64,1,1.0,0,1,1,1,3,,3.0,0,61
14.0,69,3.0,2.0,1,4.0,71,2,1.0,1,2,1,1,4,,,1,64
19.0,68,,1.0,1,8.0,75,1,1.0,1,2,1,0,4,3.0,1.0,0,64
11.0,83,2.0,2.0,1,5.0,63,2,1.0,2,1,1,0,3,1.0,1.0,0,65
28.0,73,2.0,1.0,0,7.0,62,2,1.0,3,3,1,0,3,3.0,2.0,1,68
18.0,93,1.0,,1,6.0,80,2,,1,2,1,-1,3,,1.0,0,69
17.0,67,2.0,2.0,0,6.0,59,2,1.0,0,2,1,-1,3,,1.0,1,61
30.0,79,2.0,3.0,0,7.0,78,2,0.0,3,3,1,1,2,3.0,2.0,1,72
13.0,61,2.0,1.0,1,,85,2,1.0,4,1,1,0,3,1.0,2.0,0,61
13.0,79,3.0,,0,7.0,60,2,1.0,1,1,1,0,4,1.0,2.0,0,66
13.0,62,1.0,,1,9.0,87,2,1.0,1,1,1,-1,1,1.0,2.0,0,60
20.0,99,2.0,1.0,0,9.0,68,1,,1,1,1,1,3,3.0,3.0,0,69
23.0,92,2.0,3.0,0,9.0,100,2,1.0,1,3,1,0,2,1.0,1.0,0,72
24.0,80,,3.0,1,7.0,99,1,,2,2,1,-1,2,,2.0,1,69
35.0,63,,3.0,1,6.0,90,1,1.0,0,2,1,1,3,1.0,1.0,0,71
7.0,84,2.0,3.0,0,,67,2,1.0,1,2,1,0,3,1.0,1.0,0,64
24.0,90,,1.0,1,9.0,97,3,1.0,3,1,1,1,4,,1.0,0,71
17.0,68,1.0,,1,9.0,100,3,1.0,1,2,1,-1,3,,2.0,0,64
16.0,83,2.0,2.0,1,4.0,73,3,1.0,3,1,1,-1,3,1.0,1.0,1,67
16.0,93,2.0,1.0,1,7.0,81,2,1.0,2,1,1,-1,3,3.0,2.0,0,67
15.0,91,1.0,3.0,1,4.0,50,3,1.0,1,2,1,0,3,,2.0,1,66
30.0,92,1.0,2.0,1,7.0,52,2,1.0,3,3,1,1,4,1.0,1.0,0,73
25.0,95,2.0,3.0,1,6.0,75,2,1.0,1,2,1,1,4,,2.0,0,73
20.0,98,2.0,2.0,0,6.0,80,2,1.0,0,2,1,1,2,1.0,2.0,0,70
28.0,76,1.0,2.0,1,8.0,66,2,1.0,5,3,1,1,4,1.0,2.0,0,70
11.0,83,2.0,1.0,1,,55,1,1.0,0,1,1,1,4,3.0,1.0,1,62
12.0,92,3.0,,1,7.0,89,2,,1,2,1,0,2,3.0,2.0,0,68
7.0,88,3.0,3.0,1,6.0,71,2,1.0,0,1,1,1,3,,2.0,1,65
,100,3.0,3.0,1,7.0,82,2,1.0,2,3,1,1,2,,1.0,0,73
21.0,61,3.0,,1,8.0,83,3,0.0,1,1,1,0,3,1.0,1.0,1,65
21.0,74,2.0,,1,6.0,77,3,0.0,0,2,1,0,3,1.0,1.0,0,66
,71,1.0,2.0,1,8.0,59,2,1.0,3,1,1,0,3,1.0,2.0,0,64
12.0,70,2.0,3.0,0,7.0,81,3,1.0,0,1,1,1,3,,1.0,0,63
25.0,69,,2.0,0,7.0,66,2,0.0,0,1,1,0,3,1.0,1.0,0,62
21.0,88,3.0,,1,6.0,91,1,1.0,0,1,1,0,4,3.0,2.0,1,70
24.0,63,2.0,2.0,0,8.0,60,2,1.0,3,3,1,0,3,,1.0,0,65
9.0,90,2.0,2.0,1,8.0,65,2,1.0,0,2,1,0,5,,3.0,0,64
22.0,88,2.0,,0,7.0,72,1,1.0,4,3,1,-1,2,3.0,1.0,0,70
13.0,70,2.0,2.0,0,7.0,87,2,1.0,1,1,1,0,5,,1.0,0,62
18.0,70,2.0,2.0,0,8.0,86,2,1.0,5,3,1,1,2,,1.0,1,67
23.0,85,2.0,1.0,0,8.0,67,1,1.0,1,2,1,0,3,3.0,3.0,1,66
21.0,90,3.0,3.0,1,7.0,76,3,1.0,2,3,1,1,3,1.0,2.0,1,74
15.0,95,2.0,3.0,1,9.0,62,2,1.0,2,2,1,1,3,,3.0,0,69
20.0,94,2.0,3.0,1,8.0,89,1,,0,2,1,1,4,,2.0,1,70
11.0,99,2.0,2.0,0,10.0,60,2,1.0,1,3,1,1,1,1.0,1.0,1,68
27.0,83,2.0,1.0,0,5.0,91,2,1.0,3,1,1,0,2,3.0,1.0,0,70
19.0,96,2.0,2.0,1,8.0,97,2,,3,2,1,-1,2,,1.0,0,71
27.0,92,2.0,1.0,1,9.0,100,3,1.0,2,2,1,1,0,3.0,2.0,1,73
17.0,96,,2.0,0,9.0,93,1,1.0,3,2,1,0,2,,3.0,0,69
17.0,60,1.0,1.0,1,,61,2,1.0,1,1,1,1,4,3.0,1.0,1,61
,99,2.0,2.0,1,5.0,71,2,1.0,0,2,1,0,2,1.0,2.0,0,68
25.0,79,,1.0,1,9.0,54,2,1.0,1,1,1,1,2,3.0,3.0,0,66
16.0,92,3.0,1.0,1,6.0,58,1,1.0,0,3,1,1,4,,1.0,1,67
,65,1.0,3.0,1,7.0,52,2,1.0,1,3,1,0,1,3.0,2.0,1,64
18.0,76,,,1,,82,3,1.0,1,2,1,-1,4,1.0,1.0,0,67
8.0,71,3.0,2.0,1,5.0,77,2,,0,3,1,0,4,,2.0,1,61
17.0,72,1.0,2.0,0,8.0,96,3,1.0,2,1,1,0,3,,1.0,0,65
13.0,65,,,1,6.0,73,2,1.0,0,1,1,1,3,3.0,1.0,1,62
20.0,92,,3.0,0,6.0,82,2,1.0,0,2,1,0,5,,1.0,1,69
13.0,60,3.0,3.0,0,7.0,70,2,1.0,1,2,1,-1,3,1.0,3.0,1,61
26.0,73,3.0,2.0,0,8.0,91,2,1.0,4,1,1,0,5,,2.0,0,69
19.0,67,2.0,,0,8.0,96,3,0.0,1,3,1,1,3,1.0,1.0,0,64
